company_id,company_name,industry,tier,reporting_year,metric_id,metric_name,esg_pillar,category,metric_type,value_numeric,value_text,unit,raw_value,confidence_score,verification_level,data_completeness,source_type,source_url,document_title,extraction_method,extraction_timestamp,last_updated
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,climate_risk_assessment,Climate Risk Assessment,E,Risk,binary,,,Text,"Yes, the company conducts climate risk assessments for its plants and top suppliers.",0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528190,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,cpcb_spcb_compliance,CPCB/SPCB Compliance,E,Compliance,binary,,,Text,"Yes, all entities fully comply with applicable environmental laws, regulations, and guidelines. No significant instances of non-compliance have been reported.",0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528221,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,emissions_baseline_year,Emissions Baseline Year,E,Strategy,categorical,,null,,null,0.5,Self-declared,0.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528231,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,physical_intensity,Emissions Intensity (Physical),E,Emissions,quantitative,0.305,,tCO2/Vehicles Produced,0.305 tCO2/Vehicles Produced,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528246,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,revenue_intensity,Emissions Intensity (Revenue),E,Emissions,quantitative,2.17e-07,,tCO2/₹,0.000000217 tCO2/₹,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528258,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,emissions_reduction_target,Emissions Reduction Target,E,Strategy,quantitative,,,Text,"The company is committed to achieving Net Zero Emissions by 2040 for Passenger Vehicles Business and 2045 for Commercial Vehicles Business, with interim Science Based Targets.",0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528265,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,energy_consumption_total,Total Energy Consumption,E,Energy,quantitative,2940132.0,,GJ,"29,40,132 GJ",0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528275,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,physical,Energy Intensity (Physical),E,Energy,quantitative,3.14,,GJ/vehicle produced,3.14 GJ/vehicle produced,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528283,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,revenue,Energy Intensity (Revenue),E,Energy,quantitative,2.24e-06,,GJ/₹,0.00000224 GJ/₹,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528291,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,environmental_fines_penalties,Env Fines/Penalties,E,Compliance,quantitative,,,Text,Nil,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528297,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,environmental_policy_published,Env Policy Published,E,Policy,binary,,,Text,Yes,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528303,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,capex_percent,Green CapEx %,E,Investment,quantitative,48.0,,%,48%,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528311,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,r_and_d_percent,Green R&D %,E,Investment,quantitative,49.0,,%,49%,0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528317,2026-01-20
TATA_MOTORS_IN,Tata Motors Limited,Automotive Manufacturing,OEM,2024-25,hazardous_waste,Hazardous Waste,E,Waste,quantitative,8229.0,,metric tonnes,"8,229 metric tonnes",0.95,Self-declared,1.0,BRSR,https://static-assets.tatamotors.com/Production/www-tatamotors-com-NEW/wp-content/uploads/2025/06/Voluntary-Report-based-on-BRSR-Framework-for-FY-2024-25.pdf,Voluntary Report based on BRSR Framework FY 2024-25,multimodal_llm,2026-01-20T16:57:36.528325,2026-01-20
